title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,oscar_wins,producers,rating,runtime_mins,theaters,clean_rating,new_genre,days_in_theater,year,summer,fall,holiday,winter,spring,PG-13,R,PG,G,GP,M/PG
Albino Alligator,1/17/1997,6000000,,Miramax,339379,660300,Unknown,0,0,,R,94,12,R,None,27,1997,0,0,0,1,0,0,1,0,0,0,0
Alex and Emma,6/20/2003,30000000,['Rob Reiner'],Warner Bros.,14218698,21056900,Romantic Comedy,0,0,"['Todd Black', 'Jason Blumenthal', 'Steve Tisch']",PG-13,100,2310,PG-13,Romance,55,2003,1,0,0,0,0,1,0,0,0,0,0
Alex Cross,10/19/2012,35000000,['Rob Cohen'],Lionsgate/Summit,25888412,28719400,Crime Thriller,0,0,"['Randall Emmett', 'George Furla']",PG-13,101,2541,PG-13,Crime_Thriller,76,2012,0,1,0,0,0,1,0,0,0,0,0
Alex of Venice,4/17/2015,,['Chris Messina'],Screen Media,,,Drama,0,0,,R,86,,R,Drama,,2015,0,0,0,0,1,0,1,0,0,0,0
Alex Rider: Operation Stormbreaker,10/6/2006,,['Geoffrey Sax'],Weinstein Company,677646,923900,Action / Adventure,0,0,,PG,93,221,PG,Act_Adven,65,2006,0,1,0,0,0,0,0,1,0,0,0
Alexander,11/24/2004,155000000,['Oliver Stone'],Warner Bros.,34297191,49304000,Historical Epic,0,0,"['Jon Kilik', 'Gianni Nunnari']",R,176,2445,R,Historical,69,2004,0,0,1,0,0,0,1,0,0,0,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10/10/2014,28000000,['Miguel Arteta'],Buena Vista,66954149,72081800,Family,0,0,['Shawn Levy'],PG,81,3117,PG,Family,139,2014,0,1,0,0,0,0,0,1,0,0,0
Alfie,11/5/2004,60000000,['Charles Shyer'],Paramount,13399812,19268100,Comedy / Drama,0,0,['Charles Shyer'],R,102,2215,R,Comedy,69,2004,0,0,1,0,0,0,1,0,0,0,0
"Alfredo, Alfredo",12/5/1973,,,Paramount,,,Unknown,0,0,,R,,,R,None,,1973,0,0,1,0,0,0,1,0,0,0,0
Ali,12/25/2001,107000000,['Michael Mann'],Sony / Columbia,58203105,90274200,Sports Drama,2,0,"['Graham King', 'James Lassiter', 'Michael Mann', 'Jon Peters']",R,156,2521,R,Sports,51,2001,0,0,1,0,0,0,1,0,0,0,0
The Alibi  - Box Office Mojo,,,,IDP,,,Crime Comedy,0,0,,R,90,,R,Crime_Thriller,,,0,0,0,0,0,0,1,0,0,0,0
Alice,12/25/1990,,['Woody Allen'],Orion Pictures,7331647,15550500,Fantasy Comedy,1,0,,PG-13,106,325,PG-13,Fantasy_Scifi,,1990,0,0,1,0,0,1,0,0,0,0,0
Alice Doesn't Live Here Anymore,12/9/1974,,['Martin Scorsese'],Warner Bros.,18600000,88822500,Comedy / Drama,0,0,,PG,112,,PG,Comedy,,1974,0,0,1,0,0,0,0,1,0,0,0
Alice et Martin,7/21/2000,,,USA Films,500896,829900,Unknown,0,0,,R,123,20,R,None,97,2000,1,0,0,0,0,0,1,0,0,0,0
Alice in Wonderland,3/5/2010,200000000,['Tim Burton'],Buena Vista,334191110,375387000,Family Adventure,3,2,['Joe Roth'],PG,109,3739,PG,Family,125,2010,0,0,0,0,1,0,0,1,0,0,0
Alice Through the Looking Glass,5/27/2016,170000000,['James Bobin'],Buena Vista,77041381,78853000,Family Adventure,0,0,"['Tim Burton', 'Joe Roth']",PG,112,3763,PG,Family,97,2016,1,0,0,0,0,0,0,1,0,0,0
Alien,5/25/1979,11000000,['Ridley Scott'],Fox,80931801,280867700,Sci-Fi Horror,2,1,"['Gordon Carroll', 'David Giler', 'Walter Hill']",R,117,757,R,Fantasy_Scifi,,1979,1,0,0,0,0,0,1,0,0,0,0
Alien 3,5/22/1992,50000000,['David Fincher'],Fox,55473545,119368400,Sci-Fi Horror,1,0,"['Gordon Carroll', 'David Giler', 'Walter Hill']",R,114,2227,R,Fantasy_Scifi,,1992,1,0,0,0,0,0,1,0,0,0,0
Alien Nation,10/7/1988,,,Fox,25216243,54788600,Sci-Fi Action,0,0,['Gale Anne Hurd'],R,91,1436,R,Fantasy_Scifi,,1988,0,1,0,0,0,0,1,0,0,0,0
Alien Resurrection,11/26/1997,75000000,['Jean-Pierre Jeunet'],Fox,47795658,92988100,Sci-Fi Horror,0,0,"['Bill Badalato', 'Gordon Carroll', 'David Giler', 'Walter Hill']",R,109,2449,R,Fantasy_Scifi,,1997,0,0,1,0,0,0,1,0,0,0,0
Alien Trespass,4/3/2009,,,Roadside Attractions,104526,125100,Sci-Fi Comedy,0,0,,PG,88,40,PG,Fantasy_Scifi,157,2009,0,0,0,0,1,0,0,1,0,0,0
Alien Vs. Predator,8/13/2004,60000000,['Paul W.S. Anderson'],Fox,80282231,115446100,Sci-Fi Horror,0,0,"['Gordon Carroll', 'John Davis', 'David Giler', 'Wyck Godfrey', 'Thomas M. Hammel', 'Walter Hill']",PG-13,87,3401,PG-13,Fantasy_Scifi,111,2004,1,0,0,0,0,1,0,0,0,0,0
Alien: Covenant,5/19/2017,97000000,['Ridley Scott'],Fox,74262031,74097800,Sci-Fi Horror,0,0,,R,122,3772,R,Fantasy_Scifi,104,2017,1,0,0,0,0,0,1,0,0,0,0
Alien: The Director's Cut,10/29/2003,,['table.chart-wide { width: 100%; }'],Fox,80931801,2942500,Sci-Fi Horror,0,0,,R,116,347,R,Fantasy_Scifi,36,2003,0,1,0,0,0,0,1,0,0,0,0
Aliens,7/18/1986,,['James Cameron'],Fox,85160248,204981400,Sci-Fi Horror,7,2,"['Gordon Carroll', 'David Giler', 'Walter Hill', 'Gale Anne Hurd']",R,137,1454,R,Fantasy_Scifi,,1986,1,0,0,0,0,0,1,0,0,0,0
Aliens in the Attic,7/31/2009,45000000,['John Schultz'],Fox,25200412,30149100,Family Adventure,0,0,['Arnon Milchan'],PG,86,3108,PG,Family,114,2009,1,0,0,0,0,0,0,1,0,0,0
Aliens of the Deep,1/28/2005,,"['James Cameron', 'Steven Quale']",Buena Vista,8968684,12436300,IMAX,0,0,['James Cameron'],G,47,27,G,Other,1056,2005,0,0,0,1,0,0,0,0,1,0,0
Aliens Vs. Predator - Requiem,12/25/2007,,"['Colin Strause', 'Greg Strause']",Fox,41797066,52897100,Sci-Fi Horror,0,0,['John Davis'],R,86,2617,R,Fantasy_Scifi,89,2007,0,0,1,0,0,0,1,0,0,0,0
Alive,1/15/1993,,['Frank Marshall'],Buena Vista,36733909,79235200,Action Drama,0,0,['Kathleen Kennedy'],R,126,1337,R,Act_Adven,,1993,0,0,0,1,0,0,1,0,0,0,0
Alive and Kicking,4/7/2017,,,Magnolia,68485,68300,Documentary,0,0,,R,88,11,R,Documentary,76,2017,0,0,0,0,1,0,1,0,0,0,0
All About My Mother,11/5/1999,,['Pedro Almodovar'],Sony Classics,8272296,13874500,Foreign,1,1,,R,101,145,R,Foreign,,1999,0,0,1,0,0,0,1,0,0,0,0
All About Steve,9/4/2009,,,Fox,33862903,40389100,Comedy,0,0,,PG-13,99,2265,PG-13,Comedy,97,2009,0,1,0,0,0,1,0,0,0,0,0
All About the Benjamins,3/8/2002,15000000,,New Line,25916319,39833500,Action Comedy,0,0,"['Matt Alvarez', 'Ice Cube']",R,95,1519,R,Act_Adven,76,2002,0,0,0,0,1,0,1,0,0,0,0
All Babes Want to Kill Me,2/16/2005,,,High Cotton Films,11975,16700,Comedy,0,0,,PG-13,82,1,PG-13,Comedy,,2005,0,0,0,1,0,1,0,0,0,0,0
All Dogs Go to Heaven,11/17/1989,,['Don Bluth'],United Artists,27100027,59908600,Animation,0,0,,G,89,1591,G,Animation,,1989,0,0,1,0,0,0,0,0,1,0,0
All Dogs Go to Heaven 2,3/29/1996,,,MGM,8620678,17416900,Animation,0,0,,G,81,2037,G,Animation,,1996,0,0,0,0,1,0,0,0,1,0,0
All Eyez on Me,6/16/2017,40000000,['Benny Boon'],Lionsgate/Summit,44922302,44831000,Drama,0,0,['James G. Robinson'],R,140,2471,R,Drama,48,2017,1,0,0,0,0,0,1,0,0,0,0
All Good Things,12/3/2010,,['Andrew Jarecki'],Magnolia,582024,655000,Thriller,0,0,['Bruna Papandrea'],R,101,35,R,Crime_Thriller,125,2010,0,0,1,0,0,0,1,0,0,0,0
All Hat,1/18/2008,,,Alliance,15198,18900,Western Comedy,0,0,,R,89,2,R,Western,51,2008,0,0,0,1,0,0,1,0,0,0,0
All I See is You,10/27/2017,30000000,['Marc Forster'],Open Road Films,217644,217700,Drama,0,0,,R,110,283,R,Drama,13,2017,0,1,0,0,0,0,1,0,0,0,0
All I Wanna Do,3/24/2000,,,Redeemable,5838,9700,Unknown,0,0,,PG-13,,1,PG-13,None,6,2000,0,0,0,0,1,1,0,0,0,0,0
All I Want for Christmas,11/8/1991,,,Paramount,14812144,31418600,Family,0,0,,G,92,1507,G,Family,,1991,0,0,1,0,0,0,0,0,1,0,0
All is Bright,10/4/2013,,,Anchor Bay Films,4556,5200,Comedy / Drama,0,0,,R,107,10,R,Comedy,2,2013,0,1,0,0,0,0,1,0,0,0,0
All Is Lost,10/18/2013,,['J.C. Chandor'],Roadside Attractions,6263670,6718700,Drama,1,0,"['Justin Nappi', 'Teddy Schwarzman', 'Kevin Turen']",PG-13,100,483,PG-13,Drama,132,2013,0,1,0,0,0,1,0,0,0,0,0
All Night Long,3/6/1981,,,Universal,4454295,14308200,Unknown,0,0,,R,88,,R,None,,1981,0,0,0,0,1,0,1,0,0,0,0
All of Me,9/21/1984,,,Universal,36403064,96749800,Fantasy Comedy,0,0,,PG,93,1200,PG,Fantasy_Scifi,,1984,0,1,0,0,0,0,0,1,0,0,0
All or Nothing,10/25/2002,9000000,['Mike Leigh'],United Artists,201546,305700,Unknown,0,0,,R,128,16,R,None,,2002,0,1,0,0,0,0,1,0,0,0,0
All Over Me,4/25/1997,,,Fine Line,292577,569200,Drama,0,0,,R,90,,R,Drama,,1997,0,0,0,0,1,0,1,0,0,0,0
All Over the Guy,8/10/2001,,,Lions Gate,1022324,1613000,Romantic Comedy,0,0,"['Scott Budnick', 'Don Roos']",R,95,35,R,Romance,,2001,1,0,0,0,0,0,1,0,0,0,0
All Roads Lead Home,9/26/2008,,,Waldo West Productions,43907,54600,Family,0,0,,PG,108,46,PG,Family,13,2008,0,1,0,0,0,0,0,1,0,0,0
All Saints,8/25/2017,2000000,,Sony / Columbia,5802208,5802200,Drama,0,0,,PG,108,846,PG,Drama,,2017,1,0,0,0,0,0,0,1,0,0,0
All That Jazz,12/20/1979,,,Fox,37823676,134567900,Musical,9,4,,R,123,,R,Musical,,1979,0,0,1,0,0,0,1,0,0,0,0
All the Boys Love Mandy Lane,10/11/2013,,['Jonathan Levine'],Radius-TWC,,,Horror,0,0,['Keith Calder'],R,88,,R,Horror,,2013,0,1,0,0,0,0,1,0,0,0,0
All the King's Men,9/22/2006,55000000,['Steven Zaillian'],Sony / Columbia,7221458,9845500,Drama,0,0,"['Scott Budnick', 'Ryan Kavanaugh', 'Todd Phillips']",PG-13,141,1520,PG-13,Drama,23,2006,0,1,0,0,0,1,0,0,0,0,0
All the Little Animals,9/3/1999,,,Lions Gate,26558,46700,Unknown,0,0,,R,,10,R,None,,1999,0,1,0,0,0,0,1,0,0,0,0
All the Marbles,10/16/1981,,,MGM,6468195,20777300,Unknown,0,0,,R,113,,R,None,,1981,0,1,0,0,0,0,1,0,0,0,0
All the Money in the World,12/22/2017,,['Ridley Scott'],TriStar,,,Crime,0,0,,R,,,R,Crime_Thriller,,2017,0,0,1,0,0,0,1,0,0,0,0
All the President's Men,4/7/1976,,['Alan J. Pakula'],Warner Bros.,70600000,295989700,Drama / Thriller,0,0,,PG,138,,PG,Drama,,1976,0,0,0,0,1,0,0,1,0,0,0
All the Pretty Horses,12/25/2000,57000000,,Miramax,15540353,24848700,Western,0,0,,PG-13,117,1593,PG-13,Western,,2000,0,0,1,0,0,1,0,0,0,0,0
All the Real Girls,2/14/2003,,['David Gordon Green'],Sony Classics,549666,814000,Unknown,0,0,,R,108,25,R,None,146,2003,0,0,0,1,0,0,1,0,0,0,0
All the Right Moves,10/21/1983,,,Fox,17233166,48854600,Sports Drama,0,0,,R,91,909,R,Sports,,1983,0,1,0,0,0,0,1,0,0,0,0
All These Sleepless Nights,4/7/2017,,,The Orchard,20762,20700,Drama,0,0,,R,100,5,R,Drama,41,2017,0,0,0,0,1,0,1,0,0,0,0
All's Faire in Love,10/28/2011,,,Hannover House,22180,25000,Comedy,0,0,,PG-13,104,75,PG-13,Comedy,6,2011,0,1,0,0,0,1,0,0,0,0,0
Allan Quatermain and the Lost City of Gold,1/30/1987,,,Cannon Films,3751699,8568500,Unknown,0,0,,PG,99,1000,PG,None,,1987,0,0,0,1,0,0,0,1,0,0,0
Allied,11/23/2016,85000000,['Robert Zemeckis'],Paramount,40098064,40732900,Romantic Thriller,1,0,,R,121,3160,R,Romance,64,2016,0,0,1,0,0,0,1,0,0,0,0
The Allnighter,5/1/1987,,,Universal,2700000,6166500,Unknown,0,0,,PG-13,95,977,PG-13,None,,1987,1,0,0,0,0,1,0,0,0,0,0
Almost an Angel,12/22/1990,,,Paramount,6939946,14693300,Comedy,0,0,,PG,96,1373,PG,Comedy,,1990,0,0,1,0,0,0,0,1,0,0,0
Almost Christmas,11/11/2016,17000000,['David E. Talbert'],Universal,42065185,42734200,Comedy,0,0,['Will Packer'],PG-13,112,2379,PG-13,Comedy,55,2016,0,0,1,0,0,1,0,0,0,0,0
Almost Famous,9/15/2000,60000000,['Cameron Crowe'],DreamWorks,32534850,53851300,Music Drama,4,1,['Ian Bryce'],R,122,2262,R,Musical,,2000,0,1,0,0,0,0,1,0,0,0,0
Almost Heroes,5/29/1998,,['Christopher Guest'],Warner Bros.,6136856,11684900,Adventure Comedy,0,0,['Denise Di Novi'],PG-13,90,2048,PG-13,Act_Adven,,1998,1,0,0,0,0,1,0,0,0,0,0
Almost Holy,5/20/2016,,,The Orchard,21142,22000,Documentary,0,0,,R,100,10,R,Documentary,,2016,1,0,0,0,0,0,1,0,0,0,0
An Almost Perfect Affair,4/27/1979,,,Paramount,85493,304200,Romantic Comedy,0,0,,PG,91,,PG,Romance,,1979,0,0,0,0,1,0,0,1,0,0,0
Almost Salinas,5/9/2003,,,Strata Prods.,21419,31700,Unknown,0,0,,PG,92,4,PG,None,34,2003,1,0,0,0,0,0,0,1,0,0,0
Almost You,3/29/1985,,['Adam Brooks'],Fox,95000,239000,Unknown,0,0,,R,96,,R,None,,1985,0,0,0,0,1,0,1,0,0,0,0
Aloft,5/22/2015,,,Sony Classics,53086,57300,Drama,0,0,,R,112,17,R,Drama,83,2015,1,0,0,0,0,0,1,0,0,0,0
Aloha,5/29/2015,37000000,['Cameron Crowe'],Sony / Columbia,21067116,22803600,Comedy / Drama,0,0,"['Cameron Crowe', 'Scott Rudin']",PG-13,105,2815,PG-13,Comedy,62,2015,1,0,0,0,0,1,0,0,0,0,0
Aloha Summer,2/26/1988,,,Spectrafilm,418379,909000,Unknown,0,0,,PG,97,123,PG,None,,1988,0,0,0,1,0,0,0,1,0,0,0
Alone in Berlin,1/13/2017,,,IFC,33125,33500,Drama,0,0,,R,103,5,R,Drama,30,2017,0,0,0,1,0,0,1,0,0,0,0
Alone in the Dark,1/28/2005,20000000,['Uwe Boll'],Lions Gate,5178569,7214400,Horror,0,0,,R,96,2124,R,Horror,20,2005,0,0,0,1,0,0,1,0,0,0,0
Alone Yet Not Alone,9/27/2013,7000000,,Seatzy/IMA,887851,952100,Adventure,0,0,,PG-13,103,103,PG-13,Act_Adven,279,2013,0,1,0,0,0,1,0,0,0,0,0
Along Came a Spider,4/6/2001,60000000,['Lee Tamahori'],Paramount,74078174,116876000,Thriller,0,0,,R,103,2573,R,Crime_Thriller,,2001,0,0,0,0,1,0,1,0,0,0,0
Along Came Polly,1/16/2004,42000000,,Universal,88097164,126684000,Romantic Comedy,0,0,"['Michael Shamberg', 'Stacey Sher']",PG-13,90,3052,PG-13,Romance,146,2004,0,0,0,1,0,1,0,0,0,0,0
Alpha and Omega,9/17/2010,,,Lionsgate,25107267,28202200,Animation,0,0,,PG,88,2625,PG,Animation,76,2010,0,1,0,0,0,0,0,1,0,0,0
Alpha Dog,1/12/2007,,['Nick Cassavetes'],Universal,15309602,19871300,Drama,0,0,['Sidney Kimmel'],R,122,1292,R,Drama,41,2007,0,0,0,1,0,0,1,0,0,0,0
Alphabet City,5/4/1984,,,Atlantic,7035585,18698700,Unknown,0,0,,R,86,321,R,None,,1984,1,0,0,0,0,0,1,0,0,0,0
The Alphabet Killer,11/7/2008,,,Anchor Bay Films,29784,37000,Drama / Thriller,0,0,,R,100,2,R,Drama,37,2008,0,0,1,0,0,0,1,0,0,0,0
Altered  - Box Office Mojo,,,,Rogue Pictures,,,Sci-Fi Horror,0,0,,R,,,R,Fantasy_Scifi,,,0,0,0,0,0,0,1,0,0,0,0
Altered States,12/25/1980,,['Ken Russell'],Warner Bros.,19853892,65909000,Sci-Fi Horror,2,0,,R,103,,R,Fantasy_Scifi,,1980,0,0,1,0,0,0,1,0,0,0,0
Alvin and the Chipmunks,12/14/2007,60000000,['Tim Hill'],Fox,217326974,276391000,Family Comedy,0,0,"['Arnon Milchan', 'Karen Rosenfelt']",PG,92,3499,PG,Family,174,2007,0,0,1,0,0,0,0,1,0,0,0
Alvin and the Chipmunks: Chipwrecked,12/16/2011,75000000,['Mike Mitchell'],Fox,133110742,151048500,Family Comedy,0,0,['Arnon Milchan'],G,87,3734,G,Family,174,2011,0,0,1,0,0,0,0,0,1,0,0
Alvin and the Chipmunks: The Road Chip,12/18/2015,,,Fox,85886987,88588400,Family Comedy,0,0,,PG,86,3705,PG,Family,153,2015,0,0,1,0,0,0,0,1,0,0,0
Alvin and the Chipmunks: The Squeakquel,12/23/2009,75000000,['Betty Thomas'],Fox,219614612,252754000,Family Comedy,0,0,"['Arnon Milchan', 'Karen Rosenfelt']",PG,88,3747,PG,Family,148,2009,0,0,1,0,0,0,0,1,0,0,0
Always,12/22/1989,,['Steven Spielberg'],Universal,43858790,93584300,Drama,0,0,"['Kathleen Kennedy', 'Frank Marshall', 'Steven Spielberg', 'Richard Vane']",PG,123,1206,PG,Drama,,1989,0,0,1,0,0,0,0,1,0,0,0
Amadeus,9/21/1984,,[],Orion Pictures,51973029,132118600,Music Drama,11,8,,PG,158,802,PG,Musical,328,1984,0,1,0,0,0,0,0,1,0,0,0
Amadeus,4/5/2002,,['table.chart-wide { width: 100%; }'],Warner Bros.,51973029,628300,Unknown,0,0,,R,188,18,R,None,,2002,0,0,0,0,1,0,1,0,0,0,0
Amandla!,2/19/2003,,,Artisan,405331,600300,Unknown,0,0,,PG-13,103,16,PG-13,None,78,2003,0,0,0,1,0,1,0,0,0,0,0
Amarcord  - Box Office Mojo,,,,Janus Films,126250,148100,Comedy / Drama,0,0,,R,123,2,R,Comedy,,,0,0,0,0,0,0,1,0,0,0,0
The Amateur,2/12/1982,,,Fox,6892098,20934200,Unknown,0,0,,R,112,437,R,None,,1982,0,0,0,1,0,0,1,0,0,0,0
Amateur,5/19/1995,,,Sony Classics,757088,1554200,Crime Comedy,0,0,['Ted Hope'],R,101,,R,Crime_Thriller,,1995,1,0,0,0,0,0,1,0,0,0,0
The Amateurs,12/7/2007,,,First Look,16334,21200,Comedy,0,0,['Aaron Ryder'],R,96,4,R,Comedy,13,2007,0,0,1,0,0,0,1,0,0,0,0
The Amati Girls,1/19/2001,,,Providence,49136,77500,Unknown,0,0,,PG,91,97,PG,None,13,2001,0,0,0,1,0,0,0,1,0,0,0
An Amazing Couple: Trilogy 2,2/6/2004,,,Magnolia,47806,68800,Foreign,0,0,,PG,100,2,PG,Foreign,167,2004,0,0,0,1,0,0,0,1,0,0,0
Amazing Grace,2/23/2007,,['Michael Apted'],IDP,21250683,27582600,Period Drama,0,0,,PG,111,1162,PG,Historical,111,2007,0,0,0,1,0,0,0,1,0,0,0
Amazing Grace and Chuck,4/10/1987,,['Mike Newell'],TriStar,,,Unknown,0,0,,PG,114,,PG,None,,1987,0,0,0,0,1,0,0,1,0,0,0
The Amazing Panda Adventure,8/25/1995,,,Warner Bros.,7506759,15410400,Family Adventure,0,0,['Dylan Sellers'],PG,84,1692,PG,Family,,1995,1,0,0,0,0,0,0,1,0,0,0
The Amazing Spider-Man,7/3/2012,230000000,['Marc Webb'],Sony / Columbia,262030663,300744000,Action / Adventure,0,0,"['Avi Arad', 'Michael Grillo', 'Stan Lee', 'Laura Ziskin']",PG-13,136,4318,PG-13,Act_Adven,103,2012,1,0,0,0,0,1,0,0,0,0,0
The Amazing Spider-Man 2,5/2/2014,,['Marc Webb'],Sony / Columbia,202853933,217564500,Action / Adventure,0,0,"['Avi Arad', 'Alex Kurtzman', 'Roberto Orci']",PG-13,142,4324,PG-13,Act_Adven,107,2014,1,0,0,0,0,1,0,0,0,0,0
The Amazing Truth About Queen Raquela,9/26/2008,,,Regent Releasing,5597,7000,Foreign,0,0,,R,85,2,R,Foreign,272,2008,0,1,0,0,0,0,1,0,0,0,0
Amazon Women on the Moon,9/18/1987,,,Universal,548696,1253200,Unknown,0,0,"['John Landis', 'Robert K. Weiss']",R,85,50,R,None,,1987,0,1,0,0,0,0,1,0,0,0,0
Amelia,10/23/2009,40000000,['Mira Nair'],Fox Searchlight,14245415,16714500,Historical Drama,0,0,['Hilary Swank'],PG,120,1070,PG,Historical,83,2009,0,1,0,0,0,0,0,1,0,0,0
Amelie,11/2/2001,10000000,['Jean-Pierre Jeunet'],Miramax,33225499,51663000,Foreign,4,0,,R,122,303,R,Foreign,244,2001,0,0,1,0,0,0,1,0,0,0,0
America,6/27/2014,,"[""Dinesh D'Souza"", 'John Sullivan']",Lionsgate,14444502,15964000,Documentary,0,0,"[""Dinesh D'Souza"", 'Gerald R. Molen']",PG-13,103,1105,PG-13,Documentary,69,2014,1,0,0,0,0,1,0,0,0,0,0
America the Beautiful,5/9/2008,,,First Independent Pictures,76173,94700,Documentary,0,0,,R,105,5,R,Documentary,198,2008,1,0,0,0,0,0,1,0,0,0,0
America's Heart and Soul,7/2/2004,,,Buena Vista,314402,452100,Documentary,0,0,,PG,88,98,PG,Documentary,27,2004,1,0,0,0,0,0,0,1,0,0,0
America's Sweethearts,7/20/2001,46000000,['Joe Roth'],Sony (Revolution),93607673,147688400,Romantic Comedy,0,0,,PG-13,102,3011,PG-13,Romance,,2001,1,0,0,0,0,1,0,0,0,0,0
The American,9/1/2010,20000000,['Anton Corbijn'],Focus Features,35606376,39995600,Drama / Thriller,0,0,['Grant Heslov'],R,105,2833,R,Drama,64,2010,0,1,0,0,0,0,1,0,0,0,0
American Adobo,1/25/2002,,,Outrider,344992,530300,Comedy,0,0,,R,104,7,R,Comedy,153,2002,0,0,0,1,0,0,1,0,0,0,0
An American Affair,2/27/2009,,,Screen Media,28044,34900,Drama,0,0,,R,93,2,R,Drama,27,2009,0,0,0,1,0,0,1,0,0,0,0
American Animal,5/18/2012,,,Screen Media,5928,6700,Comedy / Drama,0,0,,R,95,1,R,Comedy,2,2012,1,0,0,0,0,0,1,0,0,0,0
American Anthem,6/27/1986,,,Columbia,4845724,11663700,Sports Drama,0,0,,PG-13,102,900,PG-13,Sports,,1986,1,0,0,0,0,1,0,0,0,0,0
American Assassin,9/15/2017,33000000,['Michael Cuesta'],Lionsgate,36249674,36249700,Action / Adventure,0,0,"['Lorenzo di Bonaventura', 'Nick Wechsler']",R,111,3154,R,Act_Adven,55,2017,0,1,0,0,0,0,1,0,0,0,0
American Beauty,9/15/1999,15000000,['Sam Mendes'],DreamWorks,130096601,222670000,Drama,8,5,,R,122,1990,R,Drama,,1999,0,1,0,0,0,0,1,0,0,0,0
American Buffalo,9/13/1996,,,Samuel Goldwyn,665450,1344400,Drama,0,0,['John Sloss'],R,88,73,R,Drama,,1996,0,1,0,0,0,0,1,0,0,0,0
An American Carol,10/3/2008,20000000,['David Zucker'],Vivendi Entertainment,7013191,8722500,Comedy,0,0,,PG-13,83,1639,PG-13,Comedy,40,2008,0,1,0,0,0,1,0,0,0,0,0
American Chai,4/5/2002,,,Magic Lamp,127518,196000,Unknown,0,0,,R,92,5,R,None,83,2002,0,0,0,0,1,0,1,0,0,0,0
An American Crime  - Box Office Mojo,,,,First Look,,,Crime Drama,0,0,['Kevin Turen'],R,92,,R,Crime_Thriller,,,0,0,0,0,0,0,1,0,0,0,0
American Dream,3/18/1992,,,Miramax,269823,580600,Documentary,0,0,,PG-13,98,7,PG-13,Documentary,,1992,0,0,0,0,1,1,0,0,0,0,0
American Dreamer,10/26/1984,,,Warner Bros.,5021751,13346500,Romantic Comedy,0,0,,PG,105,801,PG,Romance,,1984,0,1,0,0,0,0,0,1,0,0,0
American Dreamz,4/21/2006,17000000,['Paul Weitz'],Universal,7191830,9805100,Comedy,0,0,"['Rodney M. Liber', 'Andrew Miano', 'Chris Weitz', 'Paul Weitz']",PG-13,107,1500,PG-13,Comedy,27,2006,0,0,0,0,1,1,0,0,0,0,0
American Flyers,8/16/1985,,,Warner Bros.,1420355,3572900,Unknown,0,0,,PG-13,113,5,PG-13,None,,1985,1,0,0,0,0,1,0,0,0,0,0
American Friends,4/9/1993,,,Castle Hill,23034,49700,Unknown,0,0,,PG,95,3,PG,None,27,1993,0,0,0,0,1,0,0,1,0,0,0
American Gangster,11/2/2007,100000000,['Ridley Scott'],Universal,130164645,168871000,Crime Drama,2,0,"['Brian Grazer', 'Ridley Scott']",R,160,3110,R,Crime_Thriller,90,2007,0,0,1,0,0,0,1,0,0,0,0
American Gigolo,2/1/1980,,['Paul Schrader'],Paramount,22743674,75502200,Romantic Thriller,0,0,['Jerry Bruckheimer'],R,117,,R,Romance,,1980,0,0,0,1,0,0,1,0,0,0,0
American Graffiti,8/1/1973,,['George Lucas'],Universal,115000000,586828600,Period Comedy,0,0,,PG,110,,PG,Historical,,1973,1,0,0,0,0,0,0,1,0,0,0
American Gun,3/22/2006,,,IFC,24098,32900,Drama,0,0,"['Arlene Gibbs', 'Peter Schlessel', 'Jeff Skoll']",R,95,6,R,Drama,71,2006,0,0,0,0,1,0,1,0,0,0,0
American Hardcore,9/22/2006,,,Sony Classics,279665,380200,Documentary,0,0,,R,100,19,R,Documentary,118,2006,0,1,0,0,0,0,1,0,0,0,0
An American Haunting,5/5/2006,14000000,['Courtney Solomon'],Freestyle Releasing,16298046,22220100,Horror,0,0,,PG-13,90,1703,PG-13,Horror,79,2006,1,0,0,0,0,1,0,0,0,0,0
American Heart,5/7/1993,,,Triton,384048,828400,Unknown,0,0,['Jeff Bridges'],R,113,8,R,None,,1993,1,0,0,0,0,0,1,0,0,0,0
American History X,10/30/1998,20000000,['Tony Kaye'],New Line,6719864,12126900,Crime Drama,1,0,"['Michael De Luca', 'Steve Tisch']",R,127,513,R,Crime_Thriller,,1998,0,1,0,0,0,0,1,0,0,0,0
American Honey,9/30/2016,,['Andrea Arnold'],A24,663246,673800,Drama,0,0,,R,162,135,R,Drama,69,2016,0,1,0,0,0,0,1,0,0,0,0
American Hot Wax,3/17/1978,,,Paramount,7932571,30272600,Unknown,0,0,,PG,91,,PG,None,,1978,0,0,0,0,1,0,0,1,0,0,0
American Hustle,12/13/2013,40000000,['David O. Russell'],Sony / Columbia,150117807,166281200,Drama,10,0,"['Bradley Cooper', 'Megan Ellison', 'Charles Roven', 'Eric Warren Singer']",R,138,2629,R,Drama,114,2013,0,0,1,0,0,0,1,0,0,0,0
American Made,9/29/2017,50000000,['Doug Liman'],Universal,51277590,51277600,Crime Thriller,0,0,['Brian Grazer'],R,115,3098,R,Crime_Thriller,,2017,0,1,0,0,0,0,1,0,0,0,0
