title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,oscar_wins,producers,rating,runtime_mins,theaters,clean_rating,new_genre,days_in_theater,year,summer,fall,holiday,winter,spring,PG-13,R,PG,G,GP,M/PG,director_prev_nom,director_prev_win,BAFTA,Golden Globe,Guild,rt_critic_score,rt_audience_score,encoded_director,encoded_genre,encoded_producer
Zero Effect,1/30/1998,0.0,Jake Kasdan,Sony / Columbia,2087471.0,3974700.0,Comedy Thriller,0,0.0,['Jake Kasdan'],R,116.0,129.0,R,Comedy,,1998.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,227,1,1960
The Zero Theorem,9/19/2014,0.0,Terry Gilliam,Amplify,257706.0,281000.0,Sci-Fi,0,0.0,,R,107.0,63.0,R,Fantasy_Scifi,34.0,2014.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,34,2,4
Zeus and Roxanne,1/24/1997,0.0,0,MGM,7233324.0,14072700.0,Family,0,0.0,,PG,98.0,1745.0,PG,Family,,1997.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,12,4
Ziggy Stardust,7/10/2002,0.0,0,Cowboy,162547.0,248300.0,Unknown,0,0.0,,PG,90.0,5.0,PG,None,438.0,2002.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
ZigZag,6/21/2002,0.0,0,Silver Nitrate,2418.0,3700.0,Drama,0,0.0,,R,101.0,1.0,R,Drama,2.0,2002.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
The Zodiac,3/17/2006,0.0,0,ThinkFilm,45148.0,61500.0,Thriller,0,0.0,,R,92.0,10.0,R,Crime_Thriller,20.0,2006.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,4
Zodiac,3/2/2007,65000000.0,David Fincher,Paramount,33080084.0,42936800.0,Thriller,0,0.0,"['Cean Chaffin', 'Brad Fischer']",R,156.0,2379.0,R,Crime_Thriller,62.0,2007.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,77,3,1961
Zombeavers,3/20/2015,0.0,0,Freestyle Releasing,14947.0,16300.0,Horror Comedy,0,0.0,,R,76.0,11.0,R,Horror,16.0,2015.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
Zombie High,10/2/1987,0.0,0,Palisades Ent.,21905.0,50000.0,Unknown,0,0.0,,R,93.0,25.0,R,None,,1987.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Zombieland,10/2/2009,23600000.0,Ruben Fleischer,Sony / Columbia,75590286.0,88701900.0,Horror Comedy,0,0.0,"['Ryan Kavanaugh', 'Gavin Polone', 'Rhett Reese', 'Paul Wernick']",R,81.0,3171.0,R,Horror,72.0,2009.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,806,4,1962
Zookeeper,7/8/2011,80000000.0,Frank Coraci,Sony / Columbia,80360843.0,90391100.0,Comedy,0,0.0,"['Todd Garner', 'Jack Giarraputo']",PG,104.0,3482.0,PG,Comedy,111.0,2011.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,178,1,1963
The Zookeeper's Wife,3/31/2017,0.0,Niki Caro,Focus Features,17445186.0,17406200.0,Drama,0,0.0,,PG-13,126.0,1057.0,PG-13,Drama,76.0,2017.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1111,6,4
Zoolander,9/28/2001,28000000.0,Ben Stiller,Paramount,45172250.0,71265500.0,Comedy,0,0.0,"['Scott Rudin', 'Ben Stiller']",PG-13,89.0,2522.0,PG-13,Comedy,,2001.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,447,1,1964
Zoolander 2,2/12/2016,0.0,Ben Stiller,Paramount,28848693.0,30025500.0,Comedy,0,0.0,,PG-13,100.0,3418.0,PG-13,Comedy,48.0,2016.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,447,1,4
Zoom,8/11/2006,0.0,Peter Hewitt,Sony (Revolution),11989328.0,16345800.0,Family Adventure,0,0.0,['Todd Garner'],PG,83.0,2501.0,PG,Family,37.0,2006.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,326,12,768
Zoot Suit,10/2/1981,0.0,0,Universal,3256082.0,10459300.0,Unknown,0,0.0,,R,103.0,,R,None,,1981.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Zootopia,3/4/2016,0.0,"Byron Howard, Rich Moore",Buena Vista,341268248.0,353682400.0,Animation,1,1.0,,PG,108.0,3959.0,PG,Animation,153.0,2016.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1404,13,4
"Zorro, the Gay Blade",7/17/1981,0.0,Peter Medak,Fox,0.0,0.0,Action Comedy,0,0.0,"['C.O. Erickson', 'George Hamilton', 'Greg Alt', 'Don Moriarty']",PG,93.0,,PG,Act_Adven,,1981.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,486,0,1965
Zulu Dawn,12/14/1979,0.0,0,American Cinema,0.0,0.0,War,0,0.0,,PG,98.0,,PG,War,,1979.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,16,4
$9.99 ,12/12/2008,0.0,0,Regent Releasing,52384.0,62500.0,Animation,0,0.0,,R,78.0,4.0,R,Animation,405.0,2008.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,13,4
,7/17/2009,7500000.0,Marc Webb,Fox Searchlight,32391374.0,38747800.0,Romance,0,0.0,"['Mason Novick', 'Mark S. Waters']",PG-13,95.0,1048.0,PG-13,Romance,128.0,2009.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,109,5,1966
,10/23/2009,0.0,0,Samuel Goldwyn,230600.0,270600.0,Comedy,0,0.0,,R,96.0,25.0,R,Comedy,48.0,2009.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
...And Justice for All,10/19/1979,0.0,0,Columbia,33300000.0,118473700.0,Drama,2,0.0,,R,119.0,,R,Drama,,1979.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,81.0,80.0,1,6,4
10,10/5/1979,0.0,0,Warner Bros.,74865517.0,266354200.0,Romantic Comedy,2,0.0,,R,121.0,,R,Romance,,1979.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,71.0,53.0,1,5,4
10 Cloverfield Lane,3/11/2016,0.0,Dan Trachtenberg,Paramount,72082998.0,74786100.0,Thriller,0,0.0,['J.J. Abrams'],PG-13,105.0,3427.0,PG-13,Crime_Thriller,83.0,2016.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1405,3,778
10 Items or Less,12/1/2006,0.0,Brad Silberling,ThinkFilm,83291.0,113600.0,Comedy,0,0.0,,R,82.0,15.0,R,Comedy,20.0,2006.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,466,1,4
10 Rules for Sleeping Around,4/4/2014,0.0,0,Screen Media,0.0,0.0,Comedy,0,0.0,,R,94.0,,R,Comedy,,2014.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
10 Things I Hate About You,3/31/1999,30000000.0,0,Buena Vista,38178166.0,67112400.0,Romantic Comedy,0,0.0,"['Jeffrey Chernov', 'Andrew Lazar']",PG-13,97.0,2311.0,PG-13,Romance,,1999.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,5,1967
10 to Midnight,3/11/1983,0.0,0,MGM,7175592.0,20342200.0,Unknown,0,0.0,,R,103.0,595.0,R,None,,1983.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
10 Years,9/14/2012,0.0,Jamie Linden,Anchor Bay Films,203373.0,230900.0,Comedy / Drama,0,0.0,['Marty Bowen'],PG-13,100.0,63.0,PG-13,Comedy,27.0,2012.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1406,1,1968
"10,000 B.C.",3/7/2008,105000000.0,Roland Emmerich,Warner Bros.,94784201.0,117886200.0,Period Adventure,0,0.0,"['Mark Gordon', 'Harald Kloser', 'Scott Mednick', 'Thomas Tull']",PG-13,109.0,3454.0,PG-13,Historical,104.0,2008.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,150,14,1969
"10,000 Km",7/10/2015,0.0,0,Broad Green Pictures,12423.0,13400.0,Comedy / Drama,0,0.0,,R,99.0,11.0,R,Comedy,6.0,2015.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
101 Dalmatians,1/25/1961,0.0,0,Disney,144880014.0,502306200.0,Animation,0,0.0,,G,79.0,,G,Animation,,1961.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38.0,40.0,1,13,4
101 Dalmatians,11/27/1996,0.0,0,Buena Vista,136189294.0,271899500.0,Family Comedy,0,0.0,['John Hughes'],G,103.0,2901.0,G,Family,,1996.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,38.0,40.0,1,12,359
101 Dalmatians,1/1/1969,0.0,0,Disney,144880014.0,113197200.0,Animation,0,0.0,,G,79.0,,G,Animation,,1969.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38.0,40.0,1,13,4
101 Dalmatians,1/1/1979,0.0,0,Disney,144880014.0,67597600.0,Animation,0,0.0,,G,79.0,,G,Animation,,1979.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38.0,40.0,1,13,4
101 Dalmatians,12/20/1985,0.0,0,Buena Vista,144880014.0,80130500.0,Animation,0,0.0,,G,79.0,1185.0,G,Animation,,1985.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,38.0,40.0,1,13,4
101 Dalmatians,7/12/1991,0.0,0,Buena Vista,144880014.0,129029600.0,Animation,0,0.0,,G,79.0,1825.0,G,Animation,,1991.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38.0,40.0,1,13,4
102 Dalmatians,11/22/2000,85000000.0,0,Buena Vista,66957026.0,109976700.0,Family Comedy,1,0.0,,G,104.0,2704.0,G,Family,,2000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,12,4
10th & Wolf,8/18/2006,8000000.0,0,ThinkFilm,54702.0,74600.0,Crime Drama,0,0.0,,R,110.0,6.0,R,Crime_Thriller,27.0,2006.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,4
11/11/2011,11/11/2011,0.0,Darren Lynn Bousman,Rocket Releasing,32771.0,37400.0,Horror,0,0.0,,PG-13,82.0,17.0,PG-13,Horror,2.0,2011.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1213,4,4
The 11th Hour,8/17/2007,0.0,0,Warner Independent,707343.0,918100.0,Documentary,0,0.0,['Leonardo DiCaprio'],PG,93.0,111.0,PG,Documentary,48.0,2007.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,10,1970
12 Monkeys,12/29/1995,0.0,Terry Gilliam,Universal,57141459.0,115446400.0,Sci-Fi,2,0.0,['Charles Roven'],R,130.0,1629.0,R,Fantasy_Scifi,,1995.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,88.0,88.0,34,2,123
12 Rounds,3/27/2009,0.0,Renny Harlin,Fox,12234694.0,14645600.0,Action / Adventure,0,0.0,['Mark Gordon'],PG-13,108.0,2331.0,PG-13,Act_Adven,76.0,2009.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,35,0,303
12 Strong,1/19/2018,0.0,0,Warner Bros.,0.0,0.0,War Drama,0,0.0,,R,104.15257614574438,,R,War,,2018.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,16,4
12 Years a Slave,10/18/2013,20000000.0,,Fox Searchlight,56671993.0,61595600.0,Drama,9,3.0,"['Dede Gardner', 'Jeremy Kleiner', 'Arnon Milchan', 'Brad Pitt', 'John Ridley']",R,133.0,1474.0,R,Drama,202.0,2013.0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,7,5,96.0,90.0,107,6,1971
12/12/2012,11/15/2013,0.0,0,Weinstein Company,0.0,0.0,Concert,0,0.0,,R,105.0,,R,Other,,2013.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,9,4
127 Hours,11/5/2010,18000000.0,Danny Boyle,Fox Searchlight,18335230.0,20441100.0,Drama,6,0.0,['Danny Boyle'],R,93.0,916.0,R,Drama,160.0,2010.0,0,0,1,0,0,0,1,0,0,0,0,1,1,3,3,1,93.0,85.0,262,6,1972
13 Conversations About One Thing,5/24/2002,0.0,0,Sony Classics,3288164.0,5053900.0,Drama,0,0.0,,R,94.0,68.0,R,Drama,195.0,2002.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
13 Going on 30,4/23/2004,37000000.0,Gary Winick,Sony (Revolution),57231747.0,82299400.0,Fantasy Comedy,0,0.0,['Todd Garner'],PG-13,97.0,3453.0,PG-13,Fantasy_Scifi,118.0,2004.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,421,2,768
13 Hours: The Secret Soldiers of Benghazi,1/15/2016,50000000.0,Michael Bay,Paramount,52853219.0,55009200.0,Drama,1,0.0,,R,144.0,2917.0,R,Drama,69.0,2016.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,171,6,4
13 Minutes,6/30/2017,0.0,0,Sony Classics,161531.0,161500.0,Drama,0,0.0,,R,114.0,19.0,R,Drama,104.0,2017.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
13 Sins,4/18/2014,0.0,0,Radius-TWC,13809.0,14800.0,Thriller,0,0.0,,R,92.0,45.0,R,Crime_Thriller,6.0,2014.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,4
The 13th Alley,6/13/2008,0.0,0,Super Chief Films,250992.0,312200.0,Horror,0,0.0,,R,83.0,72.0,R,Horror,6.0,2008.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
The 13th Warrior,8/27/1999,160000000.0,John McTiernan,Buena Vista,32698899.0,57480500.0,Period Adventure,0,0.0,,R,102.0,2313.0,R,Historical,,1999.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,243,14,4
1408,6/22/2007,25000000.0,Mikael Hafstrom,MGM (Weinstein),71985628.0,93434800.0,Horror,0,0.0,['Lorenzo di Bonaventura'],PG-13,94.0,2733.0,PG-13,Horror,111.0,2007.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,628,4,600
1492: Conquest of Paradise,10/9/1992,47000000.0,Ridley Scott,Paramount,7191399.0,15474500.0,Historical Drama,0,0.0,['Ridley Scott'],PG-13,148.0,1008.0,PG-13,Historical,,1992.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,76,14,251
15 Minutes,3/9/2001,60000000.0,John Herzfeld,New Line,24403552.0,38502400.0,Thriller,0,0.0,['Nick Wechsler'],R,120.0,2337.0,R,Crime_Thriller,,2001.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,615,3,653
The 15:17 to Paris,2/9/2018,0.0,Clint Eastwood,Warner Bros.,0.0,0.0,Drama,0,0.0,,R,104.15257614574438,,R,Drama,,2018.0,0,0,0,1,0,0,1,0,0,0,0,4,2,0,0,0,0.0,0.0,13,6,4
16 Blocks,3/3/2006,0.0,Richard Donner,Warner Bros.,36895141.0,50301300.0,Action Thriller,0,0.0,"['Randall Emmett', 'George Furla', 'Jim Van Wyck']",PG-13,105.0,2706.0,PG-13,Act_Adven,83.0,2006.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,192,0,1973
16 Days of Glory,3/7/1986,0.0,0,Paramount,83857.0,201800.0,Documentary,0,0.0,,G,145.0,,G,Documentary,,1986.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,10,4
16 Years of Alcohol,3/15/2005,0.0,0,Tartan,8046.0,11200.0,Drama,0,0.0,,R,102.0,2.0,R,Drama,135.0,2005.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
17 Again,4/17/2009,0.0,Burr Steers,Warner Bros. (New Line),64167069.0,76811300.0,Fantasy Comedy,0,0.0,['Jennifer Gibgot'],PG-13,102.0,3255.0,PG-13,Fantasy_Scifi,111.0,2009.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,490,2,1974
18 Again,4/8/1988,0.0,0,New World,2567099.0,5577700.0,Fantasy Comedy,0,0.0,,PG,100.0,1152.0,PG,Fantasy_Scifi,,1988.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,2,4
180 South,5/21/2010,0.0,0,Magnolia,31745.0,35700.0,Documentary,0,0.0,,PG,85.0,4.0,PG,Documentary,20.0,2010.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
187,7/30/1997,0.0,Kevin Reynolds,Warner Bros.,5727130.0,11142300.0,Drama,0,0.0,,R,119.0,1121.0,R,Drama,,1997.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,265,6,4
1898: Los ultimos de Filipinas,3/3/2017,0.0,0,Sony / Columbia,2848.0,2900.0,War Drama,0,0.0,,R,105.0,10.0,R,War,6.0,2017.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,16,4
1900,10/7/1977,9000000.0,Bernardo Bertolucci,Paramount,0.0,0.0,War Drama,0,0.0,['Alberto Grimaldi'],R,245.0,,R,War,,1977.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,1407,16,863
1941,12/14/1979,35000000.0,Steven Spielberg,Universal,31755742.0,112979600.0,Period Comedy,3,0.0,,PG,118.0,,PG,Historical,,1979.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,2,14,4
1969,11/18/1988,0.0,0,Atlantic,5979011.0,12990900.0,Unknown,0,0.0,['Bill Badalato'],R,95.0,520.0,R,None,,1988.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,8
1984,12/14/1984,0.0,Michael Radford,Samuel Goldwyn,8430492.0,21213200.0,Unknown,0,0.0,,R,113.0,295.0,R,None,,1984.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,208,11,4
2 Days in New York,8/10/2012,0.0,Julie Delpy,Magnolia,633210.0,725300.0,Comedy,0,0.0,,R,91.0,42.0,R,Comedy,97.0,2012.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1408,1,4
2 Days in Paris,8/10/2007,0.0,Julie Delpy,Samuel Goldwyn,4433994.0,5755200.0,Comedy / Drama,0,0.0,,R,94.0,148.0,R,Comedy,118.0,2007.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1408,1,4
2 Days in the Valley,9/27/1996,0.0,John Herzfeld,MGM,11132210.0,22491100.0,Crime,0,0.0,,R,105.0,855.0,R,Crime_Thriller,,1996.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,615,3,4
2 Fast 2 Furious,6/6/2003,76000000.0,John Singleton,Universal,127154901.0,188307300.0,Action,0,0.0,"['Lee R. Mayes', 'Neal H. Moritz']",PG-13,101.0,3418.0,PG-13,Act_Adven,139.0,2003.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,4,0,1975
2 Guns,8/2/2013,61000000.0,Baltasar Kormakur,Universal,75612460.0,86062600.0,Action Comedy,0,0.0,"['Randall Emmett', 'George Furla', 'Marc Platt', 'Steven Saxton']",R,109.0,3028.0,R,Act_Adven,83.0,2013.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,557,0,1976
20 Dates,2/26/1999,0.0,0,Fox Searchlight,541636.0,952100.0,Unknown,0,0.0,,R,87.0,43.0,R,None,,1999.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
20 Feet from Stardom,6/14/2013,0.0,0,Radius-TWC,4946445.0,5605400.0,Documentary,1,1.0,,PG-13,90.0,147.0,PG-13,Documentary,370.0,2013.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
200 Cigarettes,2/26/1999,6000000.0,0,Paramount,6852450.0,12045800.0,Comedy,0,0.0,"['Tom Rosenberg', 'Richard Wright']",R,101.0,978.0,R,Comedy,,1999.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,1977
2001: A Space Odyssey,4/3/1968,12000000.0,Stanley Kubrick,MGM,56954992.0,386617000.0,Sci-Fi Adventure,2,0.0,,G,139.0,,G,Fantasy_Scifi,,1968.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,94.0,89.0,524,2,4
2001: A Space Odyssey,1/2/2013,0.0,0,Warner Bros.,57169610.0,241400.0,Sci-Fi Adventure,2,0.0,,G,104.15257614574438,,G,Fantasy_Scifi,,2013.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,94.0,89.0,1,2,4
2001: A Space Odyssey,10/5/2001,0.0,0,Warner Bros.,56954992.0,378100.0,Unknown,2,0.0,,G,148.0,,G,None,,2001.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,94.0,89.0,1,11,4
2010,12/7/1984,0.0,Peter Hyams,MGM,40400657.0,104712100.0,Sci-Fi Adventure,5,0.0,,PG,116.0,1213.0,PG,Fantasy_Scifi,,1984.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,305,2,4
2012,11/13/2009,200000000.0,Roland Emmerich,Sony / Columbia,166112167.0,194736500.0,Action Drama,0,0.0,"['Larry J. Franco', 'Mark Gordon', 'Harald Kloser']",PG-13,158.0,3444.0,PG-13,Act_Adven,104.0,2009.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,150,0,1978
2016 Obama's America,7/13/2012,0.0,"Dinesh DSouza, John Sullivan",Rocky Mountain Pictures,33449086.0,38393400.0,Documentary,0,0.0,['Gerald R. Molen'],PG,89.0,2017.0,PG,Documentary,90.0,2012.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,111,10,1182
20th Century Women,12/28/2016,0.0,Mike Mills,A24,5664764.0,5722300.0,Comedy / Drama,1,0.0,,R,118.0,650.0,R,Comedy,127.0,2016.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,89.0,77.0,285,1,4
21,3/28/2008,35000000.0,Robert Luketic,Sony / Columbia,81159365.0,100940500.0,Drama,0,0.0,"['Dana Brunetti', 'Michael De Luca', 'Ryan Kavanaugh']",PG-13,123.0,2952.0,PG-13,Drama,51.0,2008.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1018,6,1979
21 and Over,3/1/2013,13000000.0,"Jon Lucas, Scott Moore",Relativity,25682380.0,28884600.0,Comedy,0,0.0,"['David Hoberman', 'Ryan Kavanaugh', 'Jon Lucas', 'Scott Moore', 'Tucker Tooley']",R,93.0,2771.0,R,Comedy,76.0,2013.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,224,1,1980
21 Grams,11/21/2003,20000000.0,Alejandro Gonzalez Inarritu,Focus Features,16290476.0,23578000.0,Drama,2,0.0,"['Alejandro González Iñárritu', 'Ted Hope']",R,125.0,411.0,R,Drama,146.0,2003.0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,2,80.0,86.0,211,6,1981
21 Jump Street,3/16/2012,42000000.0,Phil Lord,Sony / Columbia,138447667.0,154430200.0,Action Comedy,0,0.0,"['Jonah Hill', 'Neal H. Moritz', 'Channing Tatum']",R,109.0,3148.0,R,Act_Adven,107.0,2012.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,526,0,1982
22 Jump Street,6/13/2014,50000000.0,Phil Lord,Sony / Columbia,191719337.0,207739500.0,Action Comedy,0,0.0,"['Reid Carolin', 'Jonah Hill', 'Phil Lord', 'Neal H. Moritz', 'Channing Tatum']",R,112.0,3426.0,R,Act_Adven,166.0,2014.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,526,0,1983
23 Blast,10/24/2014,0.0,0,Ocean Avenue Entertainment,549185.0,590900.0,Sports Drama,0,0.0,,PG-13,98.0,617.0,PG-13,Sports,27.0,2014.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,7,4
24 Hour Party People,8/9/2002,0.0,Michael Winterbottom,MGM,1184096.0,1820000.0,Music Drama,0,0.0,,R,115.0,37.0,R,Musical,,2002.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,521,8,4
The 24-Hour Woman,1/29/1999,0.0,0,Artisan,109535.0,192500.0,Unknown,0,0.0,,R,105.0,30.0,R,None,48.0,1999.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
The 24th Day,5/14/2004,0.0,0,Screen Media,14460.0,20800.0,Unknown,0,0.0,,R,96.0,1.0,R,None,,2004.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
25th Hour,12/19/2002,5000000.0,Spike Lee,Buena Vista,13084595.0,19390800.0,Crime Drama,0,0.0,"['Jon Kilik', 'Nick Wechsler']",R,134.0,495.0,R,Crime_Thriller,136.0,2002.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,231,3,1984
27 Dresses,1/18/2008,30000000.0,Anne Fletcher,Fox,76808654.0,95529400.0,Romantic Comedy,0,0.0,"['Roger Birnbaum', 'Gary Barber', 'Jonathan Glickman', 'Jeffrey Silver']",PG-13,107.0,3074.0,PG-13,Romance,132.0,2008.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,852,5,1985
28 Days,4/14/2000,43000000.0,Betty Thomas,Sony / Columbia,37170488.0,61583000.0,Comedy / Drama,0,0.0,,PG-13,103.0,2523.0,PG-13,Comedy,,2000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,106,1,4
28 Days Later,6/27/2003,8000000.0,Danny Boyle,Fox Searchlight,45064915.0,66737900.0,Horror,0,0.0,,R,113.0,1407.0,R,Horror,125.0,2003.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,262,4,4
28 Days Later,,0.0,0,Unknown,45064915.0,0.0,Horror,0,0.0,,R,113.0,,R,Horror,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
